ID_MEDICO,ID_SERVICIO
876825,Consultas medicas con medico general
876826,Examen de sangre
876827,Consulta dolor cardiaco
876828,Consultas odontologicas
876829,Examen de sangre
876830,Examen de sangre
876831,Hospitalización por infarto
876832,Consulta progreso de diabetes
876833,Consulta progreso de diabetes
876834,Examenes de sangre
876835,Consulta progreso de diabetes
876836,Examenes de sangre
876837,Consultas medicas con medico general
876838,Cirugía de corazón
876839,Radiografias
876840,Consultas medicas con medico general
876841,Examenes de sangre
876842,Cirugía de corazón
876843,Examen de sangre
876844,Consultas medicas con medico general
876845,Consultas medicas con medico general
876846,Examenes de sangre
876847,Consultas odontologicas
876848,Consulta malestar general
876849,Consulta progreso de diabetes
876850,Consulta dolor cardiaco
876851,Cirugía de corazón
876852,Jornadas de vacunacion
876853,Cirugía de corazón
876854,Terapia post traumática
876855,Consultas medicas con medico general
876856,Consulta progreso de diabetes
876857,Consultas medicas con especialistas
876858,Examen de sangre
876859,Radiografias
876860,Jornadas de vacunacion
876861,Consultas medicas con medico general
876862,Consultas medicas con medico general
876863,Remisión cardiólogo
876864,Consultas medicas con medico general
876865,Jornadas de vacunacion
876866,Terapia post traumática
876867,Examenes de sangre
876868,Consultas medicas con medico general
876869,Jornadas de vacunacion
876870,Terapia post traumática
876871,Consultas odontologicas
876872,Consulta dolor cardiaco
876873,Consultas odontologicas
876874,Terapia post traumática
876875,Consultas medicas con especialistas
876876,Consultas medicas con medico general
876877,Examen de sangre
876878,Hospitalización por infarto
876879,Consulta dolor cardiaco
876880,Consultas odontologicas
876881,Jornadas de vacunacion
876882,Radiografias
876883,Jornadas de vacunacion
876884,Consultas medicas con medico general
876885,Remisión cardiólogo
876886,Consultas medicas con especialistas
876887,Consulta dolor cardiaco
876888,Examenes de sangre
876889,Consulta malestar general
876890,Terapia post traumática
876891,Consulta progreso de diabetes
876892,Radiografias
876893,Consulta malestar general
876894,Consultas medicas con especialistas
876895,Consultas odontologicas
876896,Hospitalización por infarto
876897,Remisión cardiólogo
876898,Examen de sangre
876899,Cirugía de corazón
876900,Examenes de sangre
876901,Radiografias
876902,Consultas odontologicas
876903,Consultas odontologicas
876904,Examen de sangre
876905,Consulta progreso de diabetes
876906,Consultas medicas con especialistas
876907,Consultas odontologicas
876908,Consultas medicas con especialistas
876909,Terapia post traumática
876910,Radiografias
876911,Examenes de sangre
876912,Consulta progreso de diabetes
876913,Hospitalización por infarto
876914,Cirugía de corazón
876915,Consultas odontologicas
876916,Consulta progreso de diabetes
876917,Consultas odontologicas
876918,Jornadas de vacunacion
876919,Examen de sangre
876920,Consultas medicas con medico general
876921,Consultas medicas con medico general
876922,Cirugía de corazón
876923,Cirugía de corazón
876924,Jornadas de vacunacion
876925,Consulta malestar general
876926,Consultas medicas con especialistas
876927,Consulta progreso de diabetes
876928,Terapia post traumática
876929,Consultas medicas con especialistas
876930,Jornadas de vacunacion
876931,Jornadas de vacunacion
876932,Remisión cardiólogo
876933,Radiografias
876934,Consulta dolor cardiaco
876935,Consulta malestar general
876936,Remisión cardiólogo
876937,Consulta malestar general
876938,Radiografias
876939,Jornadas de vacunacion
876940,Consulta progreso de diabetes
876941,Consultas odontologicas
876942,Consultas medicas con especialistas
876943,Consultas medicas con especialistas
876944,Consultas medicas con especialistas
876945,Consultas medicas con medico general
876946,Examenes de sangre
876947,Terapia post traumática
876948,Terapia post traumática
876949,Consulta dolor cardiaco
876950,Consulta malestar general
876951,Consulta progreso de diabetes
876952,Hospitalización por infarto
876953,Consultas medicas con especialistas
876954,Examen de sangre
876955,Consulta malestar general
876956,Terapia post traumática
876957,Consultas medicas con medico general
876958,Jornadas de vacunacion
876959,Remisión cardiólogo
876960,Examenes de sangre
876961,Consulta dolor cardiaco
876962,Cirugía de corazón
876963,Jornadas de vacunacion
876964,Jornadas de vacunacion
876965,Consulta dolor cardiaco
876966,Jornadas de vacunacion
876967,Cirugía de corazón
876968,Remisión cardiólogo
876969,Remisión cardiólogo
876970,Jornadas de vacunacion
876971,Hospitalización por infarto
876972,Consultas medicas con especialistas
876973,Remisión cardiólogo
876974,Consultas odontologicas
876975,Consultas odontologicas
876976,Radiografias
876977,Consulta dolor cardiaco
876978,Cirugía de corazón
876979,Remisión cardiólogo
876980,Consulta dolor cardiaco
876981,Consulta progreso de diabetes
876982,Consultas medicas con especialistas
876983,Consulta dolor cardiaco
876984,Cirugía de corazón
876985,Consultas odontologicas
876986,Examenes de sangre
876987,Examenes de sangre
876988,Cirugía de corazón
876989,Consultas odontologicas
876990,Jornadas de vacunacion
876991,Consultas odontologicas
876992,Jornadas de vacunacion
876993,Hospitalización por infarto
876994,Consultas medicas con medico general
876995,Consultas odontologicas
876996,Consultas medicas con especialistas
876997,Consulta dolor cardiaco
876998,Remisión cardiólogo
876999,Radiografias
877000,Consultas odontologicas
877001,Jornadas de vacunacion
877002,Examenes de sangre
877003,Consulta malestar general
877004,Consulta dolor cardiaco
877005,Consultas medicas con especialistas
877006,Radiografias
877007,Examenes de sangre
877008,Consultas odontologicas
877009,Radiografias
877010,Examen de sangre
877011,Consulta dolor cardiaco
877012,Consultas medicas con medico general
877013,Cirugía de corazón
877014,Consulta dolor cardiaco
877015,Jornadas de vacunacion
877016,Remisión cardiólogo
877017,Radiografias
877018,Terapia post traumática
877019,Radiografias
877020,Consulta malestar general
877021,Consultas medicas con especialistas
877022,Hospitalización por infarto
877023,Jornadas de vacunacion
877024,Consultas medicas con medico general
877025,Consultas medicas con especialistas
877026,Remisión cardiólogo
877027,Jornadas de vacunacion
877028,Consultas odontologicas
877029,Terapia post traumática
877030,Examenes de sangre
877031,Consulta dolor cardiaco
877032,Hospitalización por infarto
877033,Radiografias
877034,Cirugía de corazón
877035,Consultas odontologicas
877036,Cirugía de corazón
877037,Consultas odontologicas
877038,Jornadas de vacunacion
877039,Cirugía de corazón
877040,Consultas medicas con medico general
877041,Hospitalización por infarto
877042,Hospitalización por infarto
877043,Consulta dolor cardiaco
877044,Hospitalización por infarto
877045,Examen de sangre
877046,Consultas medicas con especialistas
877047,Cirugía de corazón
877048,Hospitalización por infarto
877049,Consultas medicas con medico general
877050,Radiografias
877051,Consulta malestar general
877052,Examenes de sangre
877053,Cirugía de corazón
877054,Consulta malestar general
877055,Consulta malestar general
877056,Examenes de sangre
877057,Cirugía de corazón
877058,Cirugía de corazón
877059,Radiografias
877060,Consulta malestar general
877061,Consultas odontologicas
877062,Jornadas de vacunacion
877063,Cirugía de corazón
877064,Hospitalización por infarto
877065,Consulta malestar general
877066,Terapia post traumática
877067,Terapia post traumática
877068,Radiografias
877069,Consultas odontologicas
877070,Radiografias
877071,Remisión cardiólogo
877072,Hospitalización por infarto
877073,Terapia post traumática
877074,Remisión cardiólogo
877075,Cirugía de corazón
877076,Terapia post traumática
877077,Consulta progreso de diabetes
877078,Consultas medicas con medico general
877079,Jornadas de vacunacion
877080,Hospitalización por infarto
877081,Consulta dolor cardiaco
877082,Hospitalización por infarto
877083,Examen de sangre
877084,Radiografias
877085,Consultas medicas con medico general
877086,Consulta malestar general
877087,Remisión cardiólogo
877088,Consulta dolor cardiaco
877089,Consultas medicas con medico general
877090,Remisión cardiólogo
877091,Terapia post traumática
877092,Jornadas de vacunacion
877093,Consultas odontologicas
877094,Consulta malestar general
877095,Cirugía de corazón
877096,Examenes de sangre
877097,Examenes de sangre
877098,Consultas odontologicas
877099,Consulta malestar general
877100,Examen de sangre
877101,Consultas odontologicas
877102,Consulta progreso de diabetes
877103,Cirugía de corazón
877104,Consulta progreso de diabetes
877105,Consultas medicas con especialistas
877106,Consulta malestar general
877107,Remisión cardiólogo
877108,Examen de sangre
877109,Jornadas de vacunacion
877110,Jornadas de vacunacion
877111,Consulta progreso de diabetes
877112,Remisión cardiólogo
877113,Consulta malestar general
877114,Consulta malestar general
877115,Examen de sangre
877116,Consultas medicas con especialistas
877117,Terapia post traumática
877118,Consultas odontologicas
877119,Consulta progreso de diabetes
877120,Cirugía de corazón
877121,Consulta dolor cardiaco
877122,Examen de sangre
877123,Consulta progreso de diabetes
877124,Radiografias
877125,Consultas medicas con medico general
877126,Jornadas de vacunacion
877127,Examenes de sangre
877128,Consulta progreso de diabetes
877129,Cirugía de corazón
877130,Examenes de sangre
877131,Hospitalización por infarto
877132,Radiografias
877133,Examen de sangre
877134,Jornadas de vacunacion
877135,Examenes de sangre
877136,Cirugía de corazón
877137,Consulta progreso de diabetes
877138,Consultas medicas con medico general
877139,Jornadas de vacunacion
877140,Consulta malestar general
877141,Consultas medicas con medico general
877142,Cirugía de corazón
877143,Consultas odontologicas
877144,Examen de sangre
877145,Consulta dolor cardiaco
877146,Terapia post traumática
877147,Examen de sangre
877148,Consultas medicas con medico general
877149,Examen de sangre
877150,Jornadas de vacunacion
877151,Consultas medicas con especialistas
877152,Hospitalización por infarto
877153,Consultas medicas con especialistas
877154,Examenes de sangre
877155,Examen de sangre
877156,Consulta progreso de diabetes
877157,Consulta malestar general
877158,Radiografias
877159,Consultas odontologicas
877160,Cirugía de corazón
877161,Jornadas de vacunacion
877162,Examenes de sangre
877163,Hospitalización por infarto
877164,Consultas medicas con especialistas
877165,Consulta malestar general
877166,Cirugía de corazón
877167,Remisión cardiólogo
877168,Consulta malestar general
877169,Consulta dolor cardiaco
877170,Remisión cardiólogo
877171,Radiografias
877172,Examen de sangre
877173,Cirugía de corazón
877174,Remisión cardiólogo
877175,Examenes de sangre
877176,Cirugía de corazón
877177,Cirugía de corazón
877178,Consultas medicas con especialistas
877179,Terapia post traumática
877180,Remisión cardiólogo
877181,Consultas odontologicas
877182,Consulta malestar general
877183,Examen de sangre
877184,Consulta malestar general
877185,Cirugía de corazón
877186,Jornadas de vacunacion
877187,Jornadas de vacunacion
877188,Consulta malestar general
877189,Consulta progreso de diabetes
877190,Consultas medicas con especialistas
877191,Radiografias
877192,Radiografias
877193,Consultas odontologicas
877194,Hospitalización por infarto
877195,Radiografias
877196,Radiografias
877197,Remisión cardiólogo
877198,Terapia post traumática
877199,Consultas medicas con medico general
877200,Jornadas de vacunacion
877201,Consulta progreso de diabetes
877202,Radiografias
877203,Remisión cardiólogo
877204,Consulta malestar general
877205,Cirugía de corazón
877206,Consultas medicas con especialistas
877207,Consulta dolor cardiaco
877208,Consultas medicas con medico general
877209,Jornadas de vacunacion
877210,Jornadas de vacunacion
877211,Hospitalización por infarto
877212,Consultas medicas con medico general
877213,Radiografias
877214,Cirugía de corazón
877215,Consultas medicas con especialistas
877216,Examen de sangre
877217,Consulta progreso de diabetes
877218,Cirugía de corazón
877219,Hospitalización por infarto
877220,Consultas medicas con especialistas
877221,Examenes de sangre
877222,Jornadas de vacunacion
877223,Consulta dolor cardiaco
877224,Consulta malestar general
877225,Jornadas de vacunacion
877226,Jornadas de vacunacion
877227,Consulta dolor cardiaco
877228,Consulta dolor cardiaco
877229,Remisión cardiólogo
877230,Cirugía de corazón
877231,Terapia post traumática
877232,Examenes de sangre
877233,Jornadas de vacunacion
877234,Radiografias
877235,Consultas medicas con medico general
877236,Consulta progreso de diabetes
877237,Remisión cardiólogo
877238,Radiografias
877239,Consulta malestar general
877240,Cirugía de corazón
877241,Hospitalización por infarto
877242,Consultas medicas con medico general
877243,Consultas odontologicas
877244,Hospitalización por infarto
877245,Consulta malestar general
877246,Consultas medicas con especialistas
877247,Examen de sangre
877248,Radiografias
877249,Consultas medicas con especialistas
877250,Hospitalización por infarto
877251,Examenes de sangre
877252,Radiografias
877253,Examen de sangre
877254,Examenes de sangre
877255,Consulta progreso de diabetes
877256,Consultas medicas con medico general
877257,Consultas medicas con especialistas
877258,Hospitalización por infarto
877259,Examenes de sangre
877260,Hospitalización por infarto
877261,Radiografias
877262,Remisión cardiólogo
877263,Radiografias
877264,Remisión cardiólogo
877265,Consulta malestar general
877266,Jornadas de vacunacion
877267,Consulta malestar general
877268,Cirugía de corazón
877269,Cirugía de corazón
877270,Remisión cardiólogo
877271,Consultas odontologicas
877272,Jornadas de vacunacion
877273,Terapia post traumática
877274,Consulta malestar general
877275,Examen de sangre
877276,Consultas medicas con medico general
877277,Consulta dolor cardiaco
877278,Radiografias
877279,Consultas medicas con especialistas
877280,Consulta dolor cardiaco
877281,Terapia post traumática
877282,Remisión cardiólogo
877283,Examen de sangre
877284,Terapia post traumática
877285,Cirugía de corazón
877286,Examen de sangre
877287,Consultas medicas con especialistas
877288,Consultas medicas con especialistas
877289,Jornadas de vacunacion
877290,Consultas medicas con especialistas
877291,Jornadas de vacunacion
877292,Consulta dolor cardiaco
877293,Examenes de sangre
877294,Radiografias
877295,Cirugía de corazón
877296,Consultas odontologicas
877297,Terapia post traumática
877298,Cirugía de corazón
877299,Consultas odontologicas
877300,Consultas odontologicas
877301,Consulta malestar general
877302,Jornadas de vacunacion
877303,Cirugía de corazón
877304,Remisión cardiólogo
877305,Consulta dolor cardiaco
877306,Consulta progreso de diabetes
877307,Consultas medicas con especialistas
877308,Consultas odontologicas
877309,Terapia post traumática
877310,Jornadas de vacunacion
877311,Examenes de sangre
877312,Jornadas de vacunacion
877313,Consultas odontologicas
877314,Cirugía de corazón
877315,Remisión cardiólogo
877316,Hospitalización por infarto
877317,Hospitalización por infarto
877318,Radiografias
877319,Consulta progreso de diabetes
877320,Consultas medicas con especialistas
877321,Cirugía de corazón
877322,Remisión cardiólogo
877323,Remisión cardiólogo
877324,Examenes de sangre
877325,Jornadas de vacunacion
877326,Radiografias
877327,Examenes de sangre
877328,Jornadas de vacunacion
877329,Terapia post traumática
877330,Cirugía de corazón
877331,Hospitalización por infarto
877332,Consulta dolor cardiaco
877333,Consultas medicas con medico general
877334,Jornadas de vacunacion
877335,Jornadas de vacunacion
877336,Consulta progreso de diabetes
877337,Terapia post traumática
877338,Consulta progreso de diabetes
877339,Consulta malestar general
877340,Radiografias
877341,Jornadas de vacunacion
877342,Consultas medicas con medico general
877343,Consulta malestar general
877344,Consultas odontologicas
877345,Examen de sangre
877346,Examen de sangre
877347,Examen de sangre
877348,Consultas odontologicas
877349,Radiografias
877350,Terapia post traumática
877351,Cirugía de corazón
877352,Consulta dolor cardiaco
877353,Consultas odontologicas
877354,Examenes de sangre
877355,Radiografias
877356,Consulta malestar general
877357,Consulta progreso de diabetes
877358,Examenes de sangre
877359,Consultas odontologicas
877360,Terapia post traumática
877361,Remisión cardiólogo
877362,Consulta dolor cardiaco
877363,Consultas odontologicas
877364,Examenes de sangre
877365,Consultas medicas con especialistas
877366,Jornadas de vacunacion
877367,Remisión cardiólogo
877368,Hospitalización por infarto
877369,Remisión cardiólogo
877370,Terapia post traumática
877371,Hospitalización por infarto
877372,Jornadas de vacunacion
877373,Consulta dolor cardiaco
877374,Consulta malestar general
877375,Remisión cardiólogo
877376,Hospitalización por infarto
877377,Terapia post traumática
877378,Remisión cardiólogo
877379,Cirugía de corazón
877380,Consultas medicas con especialistas
877381,Hospitalización por infarto
877382,Consultas medicas con medico general
877383,Consultas medicas con medico general
877384,Radiografias
877385,Examenes de sangre
877386,Consulta malestar general
877387,Consultas medicas con medico general
877388,Jornadas de vacunacion
877389,Consultas medicas con especialistas
877390,Consultas odontologicas
877391,Consultas medicas con especialistas
877392,Examen de sangre
877393,Examen de sangre
877394,Examen de sangre
877395,Radiografias
877396,Consultas medicas con medico general
877397,Examenes de sangre
877398,Consulta malestar general
877399,Cirugía de corazón
877400,Jornadas de vacunacion
877401,Radiografias
877402,Terapia post traumática
877403,Examenes de sangre
877404,Jornadas de vacunacion
877405,Examenes de sangre
877406,Consulta progreso de diabetes
877407,Consultas medicas con medico general
877408,Consulta dolor cardiaco
877409,Examenes de sangre
877410,Consulta dolor cardiaco
877411,Remisión cardiólogo
877412,Examen de sangre
877413,Consultas medicas con especialistas
877414,Consultas medicas con especialistas
877415,Radiografias
877416,Consultas medicas con medico general
877417,Cirugía de corazón
877418,Consulta malestar general
877419,Consultas medicas con especialistas
877420,Consulta progreso de diabetes
877421,Consultas odontologicas
877422,Consultas medicas con especialistas
877423,Radiografias
877424,Remisión cardiólogo
877425,Jornadas de vacunacion
877426,Radiografias
877427,Cirugía de corazón
877428,Consulta dolor cardiaco
877429,Examen de sangre
877430,Terapia post traumática
877431,Consulta progreso de diabetes
877432,Examen de sangre
877433,Remisión cardiólogo
877434,Consultas medicas con medico general
877435,Consultas medicas con especialistas
877436,Consulta malestar general
877437,Consulta dolor cardiaco
877438,Hospitalización por infarto
877439,Cirugía de corazón
877440,Consultas medicas con medico general
877441,Examen de sangre
877442,Consulta progreso de diabetes
877443,Terapia post traumática
877444,Hospitalización por infarto
877445,Consulta progreso de diabetes
877446,Hospitalización por infarto
877447,Consulta progreso de diabetes
877448,Examenes de sangre
877449,Consultas medicas con medico general
877450,Cirugía de corazón
877451,Consultas medicas con especialistas
877452,Consulta progreso de diabetes
877453,Hospitalización por infarto
877454,Consulta malestar general
877455,Examenes de sangre
877456,Examenes de sangre
877457,Terapia post traumática
877458,Radiografias
877459,Examen de sangre
877460,Terapia post traumática
877461,Consultas medicas con medico general
877462,Jornadas de vacunacion
877463,Radiografias
877464,Consulta dolor cardiaco
877465,Examen de sangre
877466,Examen de sangre
877467,Hospitalización por infarto
877468,Consultas medicas con medico general
877469,Examenes de sangre
877470,Examen de sangre
877471,Consulta malestar general
877472,Terapia post traumática
877473,Remisión cardiólogo
877474,Consulta malestar general
877475,Consulta dolor cardiaco
877476,Examenes de sangre
877477,Consultas odontologicas
877478,Consultas medicas con medico general
877479,Examenes de sangre
877480,Jornadas de vacunacion
877481,Consultas odontologicas
877482,Consultas medicas con especialistas
877483,Examenes de sangre
877484,Consultas odontologicas
877485,Consultas medicas con especialistas
877486,Consultas medicas con medico general
877487,Consulta malestar general
877488,Radiografias
877489,Remisión cardiólogo
877490,Consulta dolor cardiaco
877491,Consulta malestar general
877492,Jornadas de vacunacion
877493,Consulta malestar general
877494,Consulta progreso de diabetes
877495,Jornadas de vacunacion
877496,Consultas medicas con medico general
877497,Jornadas de vacunacion
877498,Remisión cardiólogo
877499,Consulta progreso de diabetes
877500,Consulta progreso de diabetes
877501,Terapia post traumática
877502,Consultas medicas con medico general
877503,Consulta malestar general
877504,Remisión cardiólogo
877505,Examen de sangre
877506,Consulta dolor cardiaco
877507,Consultas odontologicas
877508,Consulta progreso de diabetes
877509,Cirugía de corazón
877510,Remisión cardiólogo
877511,Consulta dolor cardiaco
877512,Consulta dolor cardiaco
877513,Hospitalización por infarto
877514,Consultas odontologicas
877515,Consultas medicas con especialistas
877516,Remisión cardiólogo
877517,Examen de sangre
877518,Consulta dolor cardiaco
877519,Hospitalización por infarto
877520,Consultas medicas con medico general
877521,Terapia post traumática
877522,Examenes de sangre
877523,Consultas medicas con medico general
877524,Remisión cardiólogo
877525,Remisión cardiólogo
877526,Cirugía de corazón
877527,Examenes de sangre
877528,Consultas odontologicas
877529,Cirugía de corazón
877530,Hospitalización por infarto
877531,Consultas odontologicas
877532,Hospitalización por infarto
877533,Consulta malestar general
877534,Hospitalización por infarto
877535,Consultas medicas con especialistas
877536,Consulta progreso de diabetes
877537,Terapia post traumática
877538,Jornadas de vacunacion
877539,Radiografias
877540,Consultas medicas con medico general
877541,Consulta progreso de diabetes
877542,Consulta malestar general
877543,Examenes de sangre
877544,Consultas odontologicas
877545,Consulta malestar general
877546,Consulta progreso de diabetes
877547,Jornadas de vacunacion
877548,Terapia post traumática
877549,Consultas medicas con especialistas
877550,Consultas odontologicas
877551,Examen de sangre
877552,Examen de sangre
877553,Remisión cardiólogo
877554,Cirugía de corazón
877555,Consultas odontologicas
877556,Consulta progreso de diabetes
877557,Radiografias
877558,Consultas medicas con especialistas
877559,Consulta malestar general
877560,Consultas medicas con medico general
877561,Consultas medicas con medico general
877562,Examen de sangre
877563,Remisión cardiólogo
877564,Consulta progreso de diabetes
877565,Consulta dolor cardiaco
877566,Consulta dolor cardiaco
877567,Consultas odontologicas
877568,Jornadas de vacunacion
877569,Hospitalización por infarto
877570,Radiografias
877571,Consultas odontologicas
877572,Consultas medicas con medico general
877573,Examen de sangre
877574,Consulta progreso de diabetes
877575,Consulta malestar general
877576,Remisión cardiólogo
877577,Radiografias
877578,Radiografias
877579,Remisión cardiólogo
877580,Consulta dolor cardiaco
877581,Jornadas de vacunacion
877582,Terapia post traumática
877583,Consultas odontologicas
877584,Examen de sangre
877585,Consultas medicas con especialistas
877586,Remisión cardiólogo
877587,Consultas medicas con medico general
877588,Consulta malestar general
877589,Jornadas de vacunacion
877590,Consultas odontologicas
877591,Examen de sangre
877592,Consulta malestar general
877593,Examen de sangre
877594,Consulta progreso de diabetes
877595,Consulta dolor cardiaco
877596,Cirugía de corazón
877597,Terapia post traumática
877598,Consulta dolor cardiaco
877599,Consultas odontologicas
877600,Terapia post traumática
877601,Radiografias
877602,Cirugía de corazón
877603,Consultas medicas con especialistas
877604,Radiografias
877605,Consulta progreso de diabetes
877606,Consulta dolor cardiaco
877607,Consultas odontologicas
877608,Remisión cardiólogo
877609,Consulta progreso de diabetes
877610,Consultas medicas con medico general
877611,Jornadas de vacunacion
877612,Consulta progreso de diabetes
877613,Terapia post traumática
877614,Consultas odontologicas
877615,Examenes de sangre
877616,Hospitalización por infarto
877617,Jornadas de vacunacion
877618,Consultas medicas con especialistas
877619,Hospitalización por infarto
877620,Consultas medicas con especialistas
877621,Consulta malestar general
877622,Consultas medicas con especialistas
877623,Radiografias
877624,Examenes de sangre
877625,Consultas medicas con especialistas
877626,Examenes de sangre
877627,Examen de sangre
877628,Terapia post traumática
877629,Remisión cardiólogo
877630,Remisión cardiólogo
877631,Consulta progreso de diabetes
877632,Jornadas de vacunacion
877633,Consulta malestar general
877634,Examenes de sangre
877635,Consultas medicas con especialistas
877636,Consulta dolor cardiaco
877637,Consultas medicas con medico general
877638,Consultas medicas con especialistas
877639,Examen de sangre
877640,Cirugía de corazón
877641,Consultas medicas con especialistas
877642,Cirugía de corazón
877643,Consulta malestar general
877644,Examenes de sangre
877645,Jornadas de vacunacion
877646,Radiografias
877647,Examenes de sangre
877648,Terapia post traumática
877649,Terapia post traumática
877650,Terapia post traumática
877651,Examen de sangre
877652,Radiografias
877653,Consulta dolor cardiaco
877654,Consulta malestar general
877655,Consulta dolor cardiaco
877656,Cirugía de corazón
877657,Consultas medicas con especialistas
877658,Jornadas de vacunacion
877659,Consultas medicas con medico general
877660,Examenes de sangre
877661,Cirugía de corazón
877662,Examenes de sangre
877663,Jornadas de vacunacion
877664,Jornadas de vacunacion
877665,Consultas odontologicas
877666,Consulta dolor cardiaco
877667,Consulta dolor cardiaco
877668,Consulta progreso de diabetes
877669,Examen de sangre
877670,Jornadas de vacunacion
877671,Consultas medicas con medico general
877672,Cirugía de corazón
877673,Examen de sangre
877674,Consultas odontologicas
877675,Radiografias
877676,Consultas odontologicas
877677,Examen de sangre
877678,Consulta malestar general
877679,Consulta dolor cardiaco
877680,Consulta progreso de diabetes
877681,Hospitalización por infarto
877682,Examenes de sangre
877683,Remisión cardiólogo
877684,Consultas medicas con medico general
877685,Consulta malestar general
877686,Examen de sangre
877687,Consulta malestar general
877688,Consulta progreso de diabetes
877689,Consulta progreso de diabetes
877690,Consulta malestar general
877691,Consultas medicas con medico general
877692,Consultas medicas con especialistas
877693,Consultas medicas con medico general
877694,Jornadas de vacunacion
877695,Jornadas de vacunacion
877696,Consulta progreso de diabetes
877697,Terapia post traumática
877698,Consultas odontologicas
877699,Consultas odontologicas
877700,Examenes de sangre
877701,Cirugía de corazón
877702,Consultas odontologicas
877703,Consultas medicas con especialistas
877704,Examenes de sangre
877705,Consultas medicas con medico general
877706,Terapia post traumática
877707,Consultas odontologicas
877708,Consulta malestar general
877709,Cirugía de corazón
877710,Consulta malestar general
877711,Remisión cardiólogo
877712,Terapia post traumática
877713,Remisión cardiólogo
877714,Cirugía de corazón
877715,Consultas medicas con especialistas
877716,Jornadas de vacunacion
877717,Consultas medicas con medico general
877718,Examenes de sangre
877719,Remisión cardiólogo
877720,Radiografias
877721,Radiografias
877722,Consultas odontologicas
877723,Cirugía de corazón
877724,Consultas medicas con especialistas
877725,Consultas odontologicas
877726,Examenes de sangre
877727,Consultas medicas con medico general
877728,Examenes de sangre
877729,Consultas medicas con especialistas
877730,Consulta progreso de diabetes
877731,Consulta dolor cardiaco
877732,Examen de sangre
877733,Terapia post traumática
877734,Consultas odontologicas
877735,Jornadas de vacunacion
877736,Jornadas de vacunacion
877737,Consultas medicas con medico general
877738,Consulta dolor cardiaco
877739,Consulta dolor cardiaco
877740,Examen de sangre
877741,Jornadas de vacunacion
877742,Cirugía de corazón
877743,Cirugía de corazón
877744,Consultas odontologicas
877745,Consultas medicas con medico general
877746,Consultas odontologicas
877747,Examenes de sangre
877748,Cirugía de corazón
877749,Consulta malestar general
877750,Examen de sangre
877751,Consultas odontologicas
877752,Consulta malestar general
877753,Consultas medicas con especialistas
877754,Consultas odontologicas
877755,Consultas medicas con medico general
877756,Examenes de sangre
877757,Consultas medicas con especialistas
877758,Examenes de sangre
877759,Jornadas de vacunacion
877760,Consulta progreso de diabetes
877761,Examen de sangre
877762,Cirugía de corazón
877763,Examenes de sangre
877764,Consultas medicas con medico general
877765,Jornadas de vacunacion
877766,Cirugía de corazón
877767,Consultas odontologicas
877768,Examenes de sangre
877769,Hospitalización por infarto
877770,Consultas medicas con especialistas
877771,Consulta progreso de diabetes
877772,Hospitalización por infarto
877773,Consulta progreso de diabetes
877774,Consultas medicas con medico general
877775,Radiografias
877776,Remisión cardiólogo
877777,Consultas odontologicas
877778,Consultas medicas con medico general
877779,Jornadas de vacunacion
877780,Consulta progreso de diabetes
877781,Consulta progreso de diabetes
877782,Consulta dolor cardiaco
877783,Radiografias
877784,Terapia post traumática
877785,Jornadas de vacunacion
877786,Examenes de sangre
877787,Consulta malestar general
877788,Consultas medicas con medico general
877789,Consulta progreso de diabetes
877790,Examenes de sangre
877791,Consulta malestar general
877792,Jornadas de vacunacion
877793,Consulta malestar general
877794,Radiografias
877795,Remisión cardiólogo
877796,Examenes de sangre
877797,Radiografias
877798,Radiografias
877799,Consultas medicas con especialistas
877800,Consulta progreso de diabetes
877801,Examenes de sangre
877802,Terapia post traumática
877803,Remisión cardiólogo
877804,Examenes de sangre
877805,Consultas medicas con especialistas
877806,Jornadas de vacunacion
877807,Hospitalización por infarto
877808,Jornadas de vacunacion
877809,Terapia post traumática
877810,Jornadas de vacunacion
877811,Consulta progreso de diabetes
877812,Consulta dolor cardiaco
877813,Hospitalización por infarto
877814,Cirugía de corazón
877815,Examenes de sangre
877816,Consultas medicas con medico general
877817,Consulta progreso de diabetes
877818,Radiografias
877819,Hospitalización por infarto
877820,Examen de sangre
877821,Terapia post traumática
877822,Examen de sangre
877823,Examenes de sangre
877824,Consulta malestar general
877825,Hospitalización por infarto
877826,Consulta progreso de diabetes
877827,Consulta progreso de diabetes
877828,Terapia post traumática
877829,Consultas odontologicas
877830,Jornadas de vacunacion
877831,Remisión cardiólogo
877832,Cirugía de corazón
877833,Terapia post traumática
877834,Cirugía de corazón
877835,Consulta malestar general
877836,Cirugía de corazón
877837,Consultas odontologicas
877838,Consulta progreso de diabetes
877839,Radiografias
877840,Consulta progreso de diabetes
877841,Remisión cardiólogo
877842,Examen de sangre
877843,Consulta dolor cardiaco
877844,Consulta malestar general
877845,Consultas odontologicas
877846,Hospitalización por infarto
877847,Consulta dolor cardiaco
877848,Consultas medicas con especialistas
877849,Consulta malestar general
877850,Consultas odontologicas
877851,Consulta malestar general
877852,Cirugía de corazón
877853,Radiografias
877854,Radiografias
877855,Consulta dolor cardiaco
877856,Examen de sangre
877857,Jornadas de vacunacion
877858,Terapia post traumática
877859,Consultas odontologicas
877860,Examen de sangre
877861,Terapia post traumática
877862,Radiografias
877863,Consultas medicas con medico general
877864,Consulta malestar general
