ID_SERVICIO;DURACION;HORAINICIO;DIA;ID_IPS;CAPACIDAD;CANCELADA;CAPACIDADMAX
Consultas medicas con medico general;28;6:29:23;14/10/2013 11:50:10;IPS362;14;0;50
Examenes de sangre;34;4:08:13;28/05/2011 07:12:53;IPS287;14;0;50
Consulta dolor cardiaco;40;6:41:21;02/02/2013 03:04:06;IPS359;14;0;50
Consultas medicas con especialistas;27;7:09:49;06/11/2010 07:26:32;IPS207;14;0;50
Consultas medicas con medico general;15;8:21:02;16/06/2015 04:00:40;IPS161;14;0;50
Consultas medicas con especialistas;39;9:27:09;10/02/2016 05:39:00;IPS115;14;0;50
Cirugía de corazón;31;12:35:35;03/11/2011 10:42:16;IPS72;14;0;50
Remisión cardiólogo;33;2:45:10;16/03/2012 07:20:51;IPS74;14;0;50
Hospitalización por infarto;27;8:03:05;17/07/2019 08:15:27;IPS484;14;0;50
Consultas medicas con medico general;30;5:28:31;22/06/2018 07:32:58;IPS126;14;0;50
Cirugía de corazón;18;11:45:16;03/09/2012 03:01:24;IPS368;14;0;50
Consultas medicas con especialistas;21;5:56:31;08/08/2013 05:03:42;IPS199;14;0;50
Examenes de sangre;20;7:40:33;04/01/2018 08:10:53;IPS239;14;0;50
Consultas medicas con medico general;15;11:05:45;03/07/2018 06:31:02;IPS71;14;0;50
Terapia post traumática;21;11:01:04;31/12/2015 08:06:52;IPS151;14;0;50
Consultas odontologicas;31;12:08:13;20/11/2018 10:24:36;IPS157;14;0;50
Consultas odontologicas;42;2:47:24;17/11/2014 07:44:12;IPS229;14;0;50
Examenes de sangre;20;10:16:25;28/09/2017 12:40:14;IPS323;14;0;50
Hospitalización por infarto;34;11:07:02;30/12/2017 08:27:25;IPS407;14;0;50
Consulta malestar general;25;4:03:51;08/02/2013 12:27:33;IPS353;14;0;50
Jornadas de vacunacion;38;8:54:11;05/06/2015 09:05:30;IPS49;14;0;50
Radiografias;15;7:38:10;03/05/2014 06:23:38;IPS351;14;0;50
Radiografias;32;5:44:07;21/06/2015 11:56:40;IPS150;14;0;50
Consultas odontologicas;33;3:14:36;06/08/2014 10:41:52;IPS418;14;0;50
Consulta malestar general;27;6:46:10;13/08/2019 05:42:10;IPS310;14;0;50
Cirugía de corazón;25;1:02:51;16/08/2016 10:11:56;IPS357;14;0;50
Terapia post traumática;22;8:55:50;14/11/2012 10:10:45;IPS129;14;0;50
Radiografias;29;10:16:52;15/10/2019 03:09:43;IPS253;14;0;50
Cirugía de corazón;15;10:25:50;22/02/2018 12:28:53;IPS173;14;0;50
Examen de sangre;18;6:38:03;08/02/2010 03:07:36;IPS117;14;0;50
Examenes de sangre;30;10:36:39;06/08/2011 09:46:24;IPS43;14;0;50
Cirugía de corazón;20;1:37:16;22/12/2015 11:55:53;IPS417;14;0;50
Consultas medicas con especialistas;20;6:28:09;05/10/2017 01:42:31;IPS285;14;0;50
Consultas medicas con medico general;31;1:23:31;02/11/2016 05:12:59;IPS256;14;0;50
Examenes de sangre;24;5:34:14;15/09/2019 07:06:39;IPS134;14;0;50
Remisión cardiólogo;33;2:08:04;16/12/2009 06:12:52;IPS492;14;0;50
Remisión cardiólogo;26;6:35:20;06/09/2017 04:03:11;IPS283;14;0;50
Hospitalización por infarto;41;6:33:02;30/10/2016 12:29:35;IPS217;14;0;50
Consultas medicas con medico general;28;3:26:14;26/08/2018 08:01:55;IPS199;14;0;50
Consultas odontologicas;44;7:37:01;03/02/2013 01:48:29;IPS69;14;0;50
Consulta malestar general;35;4:51:06;29/06/2017 07:59:40;IPS35;14;0;50
Consultas medicas con especialistas;22;4:34:28;23/02/2018 07:58:38;IPS45;14;0;50
Cirugía de corazón;44;3:40:09;09/06/2014 03:45:42;IPS419;14;0;50
Examenes de sangre;30;2:12:06;06/05/2014 09:26:27;IPS181;14;0;50
Consultas medicas con especialistas;32;12:38:30;01/03/2019 11:25:30;IPS342;14;0;50
Consultas medicas con medico general;35;3:50:47;22/09/2018 11:20:21;IPS409;14;0;50
Consultas odontologicas;33;8:02:35;08/04/2014 09:49:41;IPS413;14;0;50
Consultas medicas con especialistas;32;5:37:04;29/06/2010 08:07:34;IPS343;14;0;50
Hospitalización por infarto;44;12:51:30;26/08/2017 08:45:37;IPS453;14;0;50
Radiografias;26;5:26:54;12/01/2011 04:05:54;IPS147;14;0;50
Consulta progreso de diabetes;30;2:35:48;18/07/2012 05:06:56;IPS453;14;0;50
Consulta malestar general;44;2:47:12;08/09/2017 09:28:49;IPS83;14;0;50
Examen de sangre;31;5:35:10;02/06/2011 07:19:06;IPS135;14;0;50
Radiografias;39;2:57:19;18/03/2013 07:17:42;IPS47;14;0;50
Cirugía de corazón;35;4:56:59;08/10/2018 08:27:13;IPS5;14;0;50
Examenes de sangre;27;9:59:50;06/09/2010 11:49:27;IPS405;14;0;50
Terapia post traumática;41;3:19:57;12/12/2009 08:18:47;IPS410;14;0;50
Hospitalización por infarto;16;5:32:14;13/02/2012 01:54:21;IPS35;14;0;50
Remisión cardiólogo;35;2:16:11;01/11/2017 03:10:50;IPS386;14;0;50
Consulta malestar general;41;4:18:46;22/12/2017 03:47:41;IPS277;14;0;50
Cirugía de corazón;36;8:01:50;10/09/2011 01:11:24;IPS195;14;0;50
Consulta malestar general;40;2:15:18;29/09/2019 02:18:05;IPS88;14;0;50
Examenes de sangre;23;1:30:42;18/04/2011 07:37:35;IPS196;14;0;50
Consulta progreso de diabetes;36;2:36:36;08/06/2011 09:37:32;IPS235;14;0;50
Consulta progreso de diabetes;45;8:31:18;08/10/2014 04:59:02;IPS246;14;0;50
Consulta progreso de diabetes;37;9:30:50;21/06/2017 04:16:13;IPS191;14;0;50
Remisión cardiólogo;33;5:58:43;17/01/2010 02:32:46;IPS82;14;0;50
Remisión cardiólogo;36;7:39:53;04/06/2019 04:37:19;IPS205;14;0;50
Consulta dolor cardiaco;28;4:12:46;16/07/2014 10:53:41;IPS153;14;0;50
Hospitalización por infarto;32;12:52:44;23/06/2019 08:40:32;IPS492;14;0;50
Consultas medicas con medico general;24;2:54:23;02/08/2017 10:57:37;IPS140;14;0;50
Examenes de sangre;29;11:22:11;27/10/2019 12:31:14;IPS134;14;0;50
Jornadas de vacunacion;39;8:15:43;04/08/2018 12:58:13;IPS346;14;0;50
Consultas medicas con medico general;35;11:34:52;28/08/2010 07:16:20;IPS184;14;0;50
Consulta dolor cardiaco;36;3:12:52;08/08/2011 04:17:38;IPS449;14;0;50
Consulta dolor cardiaco;36;2:34:23;30/12/2014 10:46:36;IPS389;14;0;50
Radiografias;26;12:25:10;18/05/2013 03:13:48;IPS135;14;0;50
Consultas medicas con medico general;19;6:33:41;17/10/2017 09:31:22;IPS314;14;0;50
Hospitalización por infarto;16;10:29:01;09/06/2014 02:00:36;IPS14;14;0;50
Consultas medicas con especialistas;26;3:59:15;26/11/2010 09:55:15;IPS417;14;0;50
Consultas odontologicas;35;1:57:26;05/03/2011 08:35:08;IPS112;14;0;50
Examenes de sangre;33;5:10:51;20/10/2010 02:37:51;IPS454;14;0;50
Cirugía de corazón;29;5:00:34;06/03/2016 01:05:00;IPS33;14;0;50
Consultas odontologicas;44;6:57:30;11/05/2017 10:50:27;IPS369;14;0;50
Consulta malestar general;17;2:35:29;22/10/2017 10:14:01;IPS122;14;0;50
Consulta dolor cardiaco;36;7:48:43;12/12/2010 01:24:16;IPS459;14;0;50
Consultas odontologicas;33;3:04:40;22/04/2018 04:05:06;IPS432;14;0;50
Consultas medicas con especialistas;33;1:26:18;12/10/2014 07:48:30;IPS73;14;0;50
Jornadas de vacunacion;25;11:56:31;27/09/2018 04:54:34;IPS429;14;0;50
Examen de sangre;22;2:56:29;06/04/2017 04:23:24;IPS169;14;0;50
Consulta malestar general;44;9:29:43;21/11/2016 10:25:03;IPS140;14;0;50
Terapia post traumática;40;11:35:57;23/03/2016 10:54:14;IPS251;14;0;50
Radiografias;16;8:41:59;06/09/2019 10:24:42;IPS324;14;0;50
Consulta malestar general;39;2:06:45;25/03/2013 06:03:20;IPS73;14;0;50
Examenes de sangre;45;1:47:27;22/01/2011 04:21:41;IPS466;14;0;50
Consulta progreso de diabetes;38;4:09:46;14/04/2011 02:10:49;IPS70;14;0;50
Terapia post traumática;26;7:20:14;22/12/2016 11:27:06;IPS19;14;0;50
Examenes de sangre;30;12:43:50;12/11/2011 08:41:11;IPS380;14;0;50
Radiografias;18;9:49:11;13/12/2015 06:51:49;IPS307;14;0;50
Terapia post traumática;30;5:42:14;03/02/2016 10:05:49;IPS408;14;0;50
Consultas medicas con medico general;42;3:08:06;25/10/2011 11:27:43;IPS100;14;0;50
Cirugía de corazón;22;5:21:38;01/03/2016 08:23:27;IPS470;14;0;50
Consulta dolor cardiaco;35;3:36:00;03/12/2012 07:17:54;IPS410;14;0;50
Radiografias;36;9:48:12;08/09/2013 08:23:38;IPS459;14;0;50
Examen de sangre;42;6:10:30;22/07/2017 02:57:43;IPS59;14;0;50
Consulta malestar general;26;5:36:02;23/01/2013 12:27:11;IPS373;14;0;50
Jornadas de vacunacion;15;11:20:50;14/04/2013 07:20:00;IPS451;14;0;50
Jornadas de vacunacion;27;8:46:49;31/10/2014 04:38:01;IPS488;14;0;50
Consultas medicas con medico general;22;2:41:39;14/07/2013 06:58:11;IPS486;14;0;50
Hospitalización por infarto;45;7:20:13;16/06/2013 06:53:25;IPS145;14;0;50
Radiografias;28;8:39:31;07/02/2013 03:42:20;IPS289;14;0;50
Remisión cardiólogo;17;10:16:28;09/06/2011 03:20:13;IPS116;14;0;50
Consultas medicas con especialistas;26;1:09:48;25/09/2013 12:13:19;IPS265;14;0;50
Examen de sangre;26;9:13:14;09/06/2015 11:50:58;IPS8;14;0;50
Terapia post traumática;22;8:40:08;06/02/2017 06:20:36;IPS125;14;0;50
Consulta malestar general;16;4:16:54;09/02/2011 08:13:44;IPS270;14;0;50
Consulta malestar general;23;8:42:23;14/12/2012 10:15:15;IPS415;14;0;50
Consulta dolor cardiaco;34;6:30:01;04/08/2014 01:48:37;IPS300;14;0;50
Cirugía de corazón;37;11:30:18;02/06/2019 03:36:38;IPS145;14;0;50
Cirugía de corazón;30;8:41:43;21/08/2012 02:47:47;IPS166;14;0;50
Radiografias;29;7:18:52;04/02/2012 09:28:38;IPS412;14;0;50
Hospitalización por infarto;16;8:12:43;13/04/2017 09:01:28;IPS187;14;0;50
Jornadas de vacunacion;27;6:35:41;30/06/2013 05:52:15;IPS215;14;0;50
Consulta progreso de diabetes;29;10:18:02;29/03/2016 03:40:13;IPS83;14;0;50
Radiografias;20;1:51:02;18/02/2017 07:33:04;IPS474;14;0;50
Terapia post traumática;26;12:46:46;22/01/2016 11:00:55;IPS323;14;0;50
Radiografias;25;12:08:32;05/05/2017 07:32:00;IPS491;14;0;50
Cirugía de corazón;34;2:55:44;26/08/2015 07:30:54;IPS333;14;0;50
Hospitalización por infarto;32;3:07:27;21/08/2017 09:37:33;IPS447;14;0;50
Jornadas de vacunacion;37;8:50:54;12/06/2016 07:43:46;IPS199;14;0;50
Consultas odontologicas;20;5:14:53;27/07/2016 12:44:39;IPS157;14;0;50
Consulta progreso de diabetes;33;2:42:39;19/08/2014 10:19:48;IPS124;14;0;50
Terapia post traumática;36;11:42:12;04/01/2014 04:15:29;IPS103;14;0;50
Examenes de sangre;27;4:21:16;03/12/2014 12:41:34;IPS472;14;0;50
Consulta progreso de diabetes;40;4:39:50;29/05/2011 11:58:44;IPS11;14;0;50
Examenes de sangre;15;4:39:51;26/01/2014 04:32:57;IPS102;14;0;50
Consultas medicas con especialistas;38;8:10:00;18/01/2010 09:46:18;IPS250;14;0;50
Examenes de sangre;25;1:53:12;01/12/2013 02:18:33;IPS212;14;0;50
Consulta dolor cardiaco;28;6:41:59;24/01/2017 06:04:33;IPS9;14;0;50
Radiografias;20;12:03:59;04/03/2010 05:51:05;IPS370;14;0;50
Cirugía de corazón;17;12:40:04;07/05/2015 02:21:59;IPS307;14;0;50
Examen de sangre;15;7:24:13;12/06/2011 07:58:00;IPS374;14;0;50
Consultas odontologicas;22;4:38:53;14/05/2011 09:11:02;IPS485;14;0;50
Hospitalización por infarto;43;4:05:21;17/03/2018 09:23:32;IPS204;14;0;50
Consulta malestar general;34;5:20:37;23/12/2009 10:15:32;IPS39;14;0;50
Jornadas de vacunacion;17;10:31:10;02/11/2012 09:19:05;IPS67;14;0;50
Consulta progreso de diabetes;44;1:44:51;11/09/2016 04:27:10;IPS260;14;0;50
Remisión cardiólogo;37;9:03:14;04/03/2014 01:42:12;IPS215;14;0;50
Examenes de sangre;45;1:11:19;25/10/2010 09:11:37;IPS348;14;0;50
Examen de sangre;15;6:49:40;04/02/2010 12:52:55;IPS110;14;0;50
Radiografias;34;5:33:17;13/08/2012 12:38:31;IPS447;14;0;50
Consultas odontologicas;31;2:03:35;11/02/2010 12:20:31;IPS440;14;0;50
Hospitalización por infarto;29;6:20:06;21/11/2014 06:37:44;IPS348;14;0;50
Hospitalización por infarto;36;8:13:08;15/05/2010 04:10:12;IPS3;14;0;50
Terapia post traumática;19;9:41:39;01/10/2014 11:36:14;IPS414;14;0;50
Jornadas de vacunacion;23;7:41:34;19/07/2011 01:30:26;IPS448;14;0;50
Jornadas de vacunacion;42;9:37:11;30/03/2012 02:26:27;IPS296;14;0;50
Consulta progreso de diabetes;36;5:54:53;01/12/2012 01:47:30;IPS230;14;0;50
Consultas odontologicas;36;5:28:27;19/06/2013 10:14:03;IPS91;14;0;50
Consulta malestar general;43;1:42:03;24/07/2019 06:54:19;IPS59;14;0;50
Remisión cardiólogo;45;9:05:48;25/02/2014 09:14:12;IPS255;14;0;50
Consulta dolor cardiaco;30;7:36:06;05/11/2015 02:07:54;IPS141;14;0;50
Examenes de sangre;44;4:45:15;13/10/2010 10:06:09;IPS465;14;0;50
Radiografias;35;10:37:47;12/09/2013 06:41:13;IPS200;14;0;50
Consultas medicas con especialistas;23;12:04:52;31/03/2019 03:15:18;IPS494;14;0;50
Hospitalización por infarto;18;5:10:08;08/04/2010 07:03:18;IPS359;14;0;50
Cirugía de corazón;36;9:40:49;21/08/2017 05:13:51;IPS469;14;0;50
Cirugía de corazón;31;10:01:14;17/09/2012 01:06:08;IPS482;14;0;50
Jornadas de vacunacion;19;2:08:22;27/10/2010 02:25:06;IPS261;14;0;50
Cirugía de corazón;36;9:42:56;26/06/2012 05:08:35;IPS194;14;0;50
Consulta malestar general;24;4:02:23;30/01/2019 04:20:38;IPS364;14;0;50
Jornadas de vacunacion;42;6:45:28;27/11/2013 01:42:35;IPS153;14;0;50
Consultas medicas con especialistas;20;5:22:15;13/03/2014 11:36:53;IPS338;14;0;50
Radiografias;27;2:19:26;19/01/2010 08:31:29;IPS322;14;0;50
Radiografias;38;5:03:21;18/07/2018 10:09:29;IPS118;14;0;50
Jornadas de vacunacion;25;7:35:02;21/10/2012 05:24:08;IPS174;14;0;50
Jornadas de vacunacion;23;7:02:28;01/09/2012 01:29:13;IPS29;14;0;50
Consulta progreso de diabetes;37;3:17:49;28/06/2016 01:04:50;IPS108;14;0;50
Jornadas de vacunacion;41;9:44:06;19/02/2016 10:41:02;IPS181;14;0;50
Cirugía de corazón;25;12:45:26;19/10/2018 01:06:06;IPS162;14;0;50
Examenes de sangre;22;7:07:40;25/11/2016 12:55:33;IPS299;14;0;50
Consulta malestar general;30;5:24:20;01/08/2019 05:49:05;IPS53;14;0;50
Consultas odontologicas;43;11:23:23;15/04/2019 06:57:36;IPS170;14;0;50
Hospitalización por infarto;44;10:24:47;05/08/2016 01:16:50;IPS367;14;0;50
Examen de sangre;32;7:42:47;14/05/2014 02:21:01;IPS352;14;0;50
Radiografias;26;8:16:51;24/04/2012 09:51:56;IPS428;14;0;50
Remisión cardiólogo;38;7:14:24;26/11/2017 01:49:29;IPS329;14;0;50
Consultas odontologicas;17;4:21:59;08/03/2015 09:02:24;IPS82;14;0;50
Consultas medicas con medico general;21;12:53:50;26/12/2015 01:50:24;IPS455;14;0;50
Hospitalización por infarto;30;8:51:23;26/06/2010 04:33:51;IPS392;14;0;50
Consultas medicas con medico general;41;2:51:26;02/09/2016 12:21:21;IPS219;14;0;50
Jornadas de vacunacion;40;2:42:01;13/01/2014 07:08:50;IPS269;14;0;50
Jornadas de vacunacion;23;4:41:15;22/09/2015 10:14:44;IPS481;14;0;50
Terapia post traumática;35;1:19:27;02/07/2017 01:26:09;IPS466;14;0;50
Jornadas de vacunacion;35;7:25:37;21/12/2018 12:58:53;IPS484;14;0;50
Consulta dolor cardiaco;22;2:10:56;13/10/2010 02:23:28;IPS102;14;0;50
Cirugía de corazón;39;6:13:05;08/02/2012 10:24:01;IPS36;14;0;50
Consulta malestar general;30;11:55:21;15/07/2019 01:47:34;IPS172;14;0;50
Consulta malestar general;30;1:31:34;30/06/2017 01:39:19;IPS289;14;0;50
Consulta progreso de diabetes;25;12:48:22;26/12/2014 11:40:31;IPS443;14;0;50
Hospitalización por infarto;37;11:59:12;14/10/2012 11:09:50;IPS227;14;0;50
Consultas medicas con especialistas;16;2:47:53;04/06/2018 12:53:25;IPS458;14;0;50
Cirugía de corazón;39;7:12:02;16/05/2014 06:37:11;IPS428;14;0;50
Terapia post traumática;45;1:32:06;16/08/2014 09:10:16;IPS346;14;0;50
Consulta malestar general;25;2:13:28;19/11/2011 07:15:00;IPS17;14;0;50
Consultas medicas con especialistas;19;5:25:22;11/09/2013 06:08:14;IPS149;14;0;50
Examenes de sangre;42;6:32:10;02/04/2011 04:11:21;IPS402;14;0;50
Consulta dolor cardiaco;43;11:34:43;26/11/2011 09:07:05;IPS451;14;0;50
Cirugía de corazón;29;1:56:02;21/02/2018 07:47:16;IPS100;14;0;50
Examenes de sangre;32;1:46:11;11/06/2018 08:05:57;IPS160;14;0;50
Consultas medicas con medico general;31;4:22:53;21/07/2015 10:05:03;IPS151;14;0;50
Hospitalización por infarto;25;1:18:16;11/09/2019 12:46:14;IPS286;14;0;50
Consulta malestar general;23;10:24:17;20/06/2019 05:36:10;IPS302;14;0;50
Consultas odontologicas;45;1:01:31;28/08/2011 03:08:03;IPS29;14;0;50
Examenes de sangre;27;8:01:50;15/03/2015 05:12:05;IPS200;14;0;50
Cirugía de corazón;43;10:28:45;22/07/2019 01:19:02;IPS155;14;0;50
Consulta dolor cardiaco;16;5:22:12;05/01/2019 04:55:52;IPS21;14;0;50
Cirugía de corazón;25;1:08:30;23/07/2019 04:39:53;IPS359;14;0;50
Consultas medicas con medico general;17;8:10:20;07/01/2013 04:33:06;IPS193;14;0;50
Consulta progreso de diabetes;16;11:28:34;21/03/2017 01:34:11;IPS132;14;0;50
Consultas medicas con medico general;24;12:44:10;03/05/2011 12:20:02;IPS419;14;0;50
Consultas medicas con especialistas;21;5:54:01;30/04/2011 04:45:46;IPS301;14;0;50
Radiografias;18;6:48:57;18/11/2011 06:28:09;IPS301;14;0;50
Cirugía de corazón;33;2:34:05;24/02/2010 09:11:07;IPS31;14;0;50
Jornadas de vacunacion;40;5:59:48;03/02/2018 01:51:29;IPS223;14;0;50
Hospitalización por infarto;39;3:43:26;11/06/2019 11:39:18;IPS329;14;0;50
Remisión cardiólogo;34;10:55:29;06/01/2019 04:01:59;IPS100;14;0;50
Consultas medicas con especialistas;20;8:31:31;16/02/2015 08:02:31;IPS45;14;0;50
Consulta dolor cardiaco;27;1:54:04;05/07/2019 08:20:01;IPS445;14;0;50
Remisión cardiólogo;29;12:17:06;05/06/2014 01:53:39;IPS334;14;0;50
Examen de sangre;30;6:41:41;09/12/2017 08:15:15;IPS206;14;0;50
Consultas medicas con especialistas;25;4:33:44;10/04/2013 04:02:24;IPS448;14;0;50
Consultas medicas con especialistas;21;9:58:32;15/04/2014 03:26:29;IPS162;14;0;50
Remisión cardiólogo;20;3:25:34;29/11/2014 07:42:38;IPS125;14;0;50
Remisión cardiólogo;37;11:40:42;05/09/2015 04:41:29;IPS87;14;0;50
Consulta malestar general;21;9:39:03;29/08/2018 04:23:56;IPS148;14;0;50
Terapia post traumática;21;4:18:32;02/10/2014 03:01:36;IPS240;14;0;50
Hospitalización por infarto;44;2:09:26;26/12/2011 08:26:38;IPS6;14;0;50
Consultas medicas con especialistas;26;10:51:52;14/10/2018 08:45:13;IPS467;14;0;50
Remisión cardiólogo;42;8:55:43;20/02/2015 09:38:17;IPS56;14;0;50
Consultas odontologicas;23;5:38:23;07/09/2014 04:30:33;IPS448;14;0;50
Jornadas de vacunacion;20;8:55:59;13/03/2019 11:53:49;IPS400;14;0;50
Consulta dolor cardiaco;34;10:53:38;03/10/2017 04:48:00;IPS407;14;0;50
Consultas odontologicas;15;3:08:43;23/10/2019 05:36:57;IPS455;14;0;50
Consultas odontologicas;25;6:52:19;08/01/2015 10:47:16;IPS81;14;0;50
Cirugía de corazón;25;3:46:58;06/10/2017 12:17:22;IPS174;14;0;50
Cirugía de corazón;22;12:14:52;20/02/2018 11:10:37;IPS59;14;0;50
Consulta malestar general;33;9:52:54;26/09/2013 06:27:58;IPS472;14;0;50
Terapia post traumática;17;9:30:25;20/09/2017 01:12:47;IPS395;14;0;50
Cirugía de corazón;40;1:51:03;19/09/2015 10:12:42;IPS482;14;0;50
Remisión cardiólogo;32;7:35:27;18/02/2012 04:17:11;IPS102;14;0;50
Consulta malestar general;19;6:06:57;02/03/2013 11:36:35;IPS424;14;0;50
Examen de sangre;22;10:31:51;03/11/2019 06:41:39;IPS358;14;0;50
Cirugía de corazón;18;5:54:46;03/06/2012 07:28:56;IPS229;14;0;50
Consultas odontologicas;19;3:16:12;09/06/2017 02:03:37;IPS90;14;0;50
Consultas odontologicas;40;11:27:37;12/02/2012 12:40:24;IPS241;14;0;50
Examenes de sangre;44;4:56:50;01/10/2010 08:26:17;IPS146;14;0;50
Consulta malestar general;37;2:58:05;17/08/2014 01:55:03;IPS434;14;0;50
Remisión cardiólogo;39;1:38:41;15/01/2017 02:56:46;IPS156;14;0;50
Consulta progreso de diabetes;34;11:04:59;03/09/2017 12:26:24;IPS239;14;0;50
Radiografias;26;12:19:30;01/02/2011 07:34:54;IPS71;14;0;50
Consulta dolor cardiaco;28;6:51:45;21/02/2017 05:26:20;IPS181;14;0;50
Radiografias;33;3:26:07;05/06/2012 07:01:58;IPS239;14;0;50
Jornadas de vacunacion;39;11:58:20;01/02/2014 10:56:04;IPS88;14;0;50
Terapia post traumática;40;1:19:47;22/05/2014 10:21:59;IPS350;14;0;50
Examen de sangre;39;6:21:34;30/07/2017 11:09:49;IPS457;14;0;50
Radiografias;40;4:40:52;01/06/2018 10:44:24;IPS395;14;0;50
Examen de sangre;31;7:50:26;09/07/2014 11:40:34;IPS406;14;0;50
Examen de sangre;30;7:47:17;03/09/2011 04:20:22;IPS199;14;0;50
Consulta dolor cardiaco;29;11:15:58;16/04/2014 05:48:59;IPS325;14;0;50
Cirugía de corazón;17;11:30:48;02/12/2011 05:09:34;IPS316;14;0;50
Hospitalización por infarto;32;8:44:10;20/11/2015 01:54:16;IPS131;14;0;50
Consultas medicas con especialistas;21;6:36:31;04/08/2018 04:51:07;IPS209;14;0;50
Examen de sangre;16;11:13:32;23/09/2011 09:40:06;IPS291;14;0;50
Jornadas de vacunacion;15;7:58:54;04/03/2010 07:03:27;IPS441;14;0;50
Consulta malestar general;39;6:13:13;28/06/2014 11:12:58;IPS164;14;0;50
Cirugía de corazón;22;4:49:59;26/01/2019 06:45:19;IPS10;14;0;50
Remisión cardiólogo;25;9:57:26;28/11/2012 02:34:42;IPS99;14;0;50
Remisión cardiólogo;38;11:29:47;24/03/2013 11:03:48;IPS159;14;0;50
Terapia post traumática;34;11:41:34;19/06/2014 02:22:32;IPS67;14;0;50
Remisión cardiólogo;36;9:32:20;22/03/2010 07:16:18;IPS380;14;0;50
Consulta dolor cardiaco;40;2:26:11;17/02/2013 01:39:10;IPS123;14;0;50
Consulta progreso de diabetes;37;1:24:20;28/03/2011 02:56:18;IPS90;14;0;50
Examenes de sangre;25;5:34:51;18/12/2010 02:36:10;IPS300;14;0;50
Jornadas de vacunacion;29;9:16:01;02/05/2010 12:29:13;IPS234;14;0;50
Examen de sangre;33;5:33:31;11/05/2011 06:27:13;IPS181;14;0;50
Radiografias;26;12:25:08;30/07/2019 10:23:23;IPS442;14;0;50
Consultas medicas con especialistas;31;5:49:13;25/10/2019 06:53:00;IPS143;14;0;50
Terapia post traumática;23;8:34:39;03/02/2016 11:05:57;IPS118;14;0;50
Consultas medicas con especialistas;35;11:46:30;04/08/2016 06:19:44;IPS372;14;0;50
Consultas odontologicas;30;4:21:18;07/07/2016 07:34:17;IPS309;14;0;50
Consulta progreso de diabetes;24;9:01:30;29/08/2013 03:14:31;IPS11;14;0;50
Consultas medicas con medico general;32;8:29:28;05/04/2014 04:57:45;IPS50;14;0;50
Consultas medicas con medico general;40;2:04:34;14/04/2010 01:39:54;IPS253;14;0;50
Consulta progreso de diabetes;29;2:01:30;16/03/2015 07:50:53;IPS276;14;0;50
Hospitalización por infarto;45;8:43:36;10/10/2015 10:15:45;IPS495;14;0;50
Examen de sangre;45;6:13:05;05/12/2018 09:57:26;IPS385;14;0;50
Examenes de sangre;40;7:58:32;18/03/2012 10:20:54;IPS164;14;0;50
Consulta progreso de diabetes;42;6:21:33;27/01/2013 01:34:40;IPS465;14;0;50
Consulta dolor cardiaco;21;10:35:31;28/03/2011 12:53:35;IPS376;14;0;50
Consultas medicas con medico general;26;4:35:31;04/06/2014 03:47:34;IPS291;14;0;50
Radiografias;37;8:19:12;11/10/2017 01:24:36;IPS108;14;0;50
Consultas medicas con medico general;21;7:11:43;11/10/2017 12:46:50;IPS152;14;0;50
Terapia post traumática;25;4:12:39;25/12/2016 05:17:15;IPS58;14;0;50
Jornadas de vacunacion;27;10:49:58;23/02/2017 09:17:15;IPS325;14;0;50
Cirugía de corazón;28;9:32:59;21/04/2013 05:15:10;IPS487;14;0;50
Examenes de sangre;24;8:17:00;24/10/2016 03:52:29;IPS300;14;0;50
Terapia post traumática;42;4:14:25;12/02/2011 09:47:29;IPS340;14;0;50
Consultas odontologicas;19;7:21:04;26/10/2016 09:21:45;IPS40;14;0;50
Consulta malestar general;22;12:37:32;21/04/2019 08:04:01;IPS187;14;0;50
Consulta dolor cardiaco;37;10:45:29;16/02/2012 11:18:07;IPS148;14;0;50
Consultas medicas con especialistas;25;2:38:11;27/02/2013 03:07:12;IPS459;14;0;50
Consulta dolor cardiaco;26;7:10:17;30/05/2013 02:09:09;IPS363;14;0;50
Hospitalización por infarto;38;12:32:07;20/12/2012 10:59:56;IPS217;14;0;50
Remisión cardiólogo;16;3:35:24;24/12/2018 09:25:37;IPS287;14;0;50
Consultas odontologicas;33;4:57:43;05/06/2014 07:40:06;IPS315;14;0;50
Consultas odontologicas;19;9:20:12;05/05/2010 05:01:45;IPS6;14;0;50
Terapia post traumática;38;9:49:41;15/07/2016 03:45:01;IPS466;14;0;50
Consulta dolor cardiaco;40;11:46:08;25/08/2019 06:21:27;IPS407;14;0;50
Consultas medicas con medico general;17;5:25:25;17/08/2011 08:56:45;IPS206;14;0;50
Examen de sangre;45;8:07:34;16/08/2010 03:40:22;IPS308;14;0;50
Radiografias;17;11:23:42;13/09/2011 05:47:16;IPS65;14;0;50
Consulta dolor cardiaco;27;5:37:48;15/10/2010 08:32:00;IPS258;14;0;50
Cirugía de corazón;45;3:36:39;30/11/2016 04:57:53;IPS272;14;0;50
Consulta progreso de diabetes;26;7:04:58;17/06/2011 07:49:34;IPS329;14;0;50
Remisión cardiólogo;17;10:59:21;22/09/2012 02:15:38;IPS199;14;0;50
Jornadas de vacunacion;34;8:55:28;26/11/2015 07:40:08;IPS145;14;0;50
Cirugía de corazón;26;2:49:05;28/06/2010 09:46:55;IPS265;14;0;50
