ID_MEDICO,ID_IPS
876002,IPS394
876003,IPS278
876004,IPS252
876005,IPS45
876006,IPS433
876007,IPS323
876008,IPS65
876009,IPS156
876010,IPS300
876011,IPS335
876012,IPS368
876013,IPS260
876014,IPS86
876015,IPS118
876016,IPS341
876017,IPS298
876018,IPS84
876019,IPS178
876020,IPS371
876021,IPS152
876022,IPS73
876023,IPS43
876024,IPS360
876025,IPS409
876026,IPS160
876027,IPS430
876028,IPS267
876029,IPS214
876030,IPS99
876031,IPS242
876032,IPS382
876033,IPS265
876034,IPS234
876035,IPS234
876036,IPS19
876037,IPS396
876038,IPS149
876039,IPS473
876040,IPS126
876041,IPS340
876042,IPS389
876043,IPS371
876044,IPS313
876045,IPS137
876046,IPS363
876047,IPS272
876048,IPS318
876049,IPS484
876050,IPS303
876051,IPS171
876052,IPS114
876053,IPS168
876054,IPS308
876055,IPS360
876056,IPS162
876057,IPS329
876058,IPS106
876059,IPS114
876060,IPS487
876061,IPS120
876062,IPS392
876063,IPS307
876064,IPS232
876065,IPS321
876066,IPS206
876067,IPS410
876068,IPS500
876069,IPS199
876070,IPS499
876071,IPS141
876072,IPS48
876073,IPS97
876074,IPS384
876075,IPS70
876076,IPS472
876077,IPS300
876078,IPS221
876079,IPS135
876080,IPS414
876081,IPS120
876082,IPS433
876083,IPS190
876084,IPS3
876085,IPS42
876086,IPS14
876087,IPS186
876088,IPS321
876089,IPS210
876090,IPS180
876091,IPS190
876092,IPS117
876093,IPS380
876094,IPS358
876095,IPS95
876096,IPS88
876097,IPS111
876098,IPS273
876099,IPS358
876100,IPS332
876101,IPS146
876102,IPS402
876103,IPS305
876104,IPS169
876105,IPS220
876106,IPS64
876107,IPS287
876108,IPS226
876109,IPS464
876110,IPS497
876111,IPS241
876112,IPS314
876113,IPS80
876114,IPS244
876115,IPS353
876116,IPS128
876117,IPS487
876118,IPS381
876119,IPS234
876120,IPS480
876121,IPS231
876122,IPS350
876123,IPS74
876124,IPS22
876125,IPS414
876126,IPS281
876127,IPS401
876128,IPS186
876129,IPS459
876130,IPS420
876131,IPS28
876132,IPS344
876133,IPS471
876134,IPS437
876135,IPS380
876136,IPS245
876137,IPS294
876138,IPS377
876139,IPS176
876140,IPS214
876141,IPS161
876142,IPS334
876143,IPS411
876144,IPS489
876145,IPS54
876146,IPS447
876147,IPS341
876148,IPS173
876149,IPS136
876150,IPS464
876151,IPS383
876152,IPS406
876153,IPS182
876154,IPS298
876155,IPS185
876156,IPS73
876157,IPS56
876158,IPS346
876159,IPS404
876160,IPS326
876161,IPS130
876162,IPS357
876163,IPS300
876164,IPS252
876165,IPS443
876166,IPS300
876167,IPS100
876168,IPS238
876169,IPS58
876170,IPS368
876171,IPS141
876172,IPS48
876173,IPS125
876174,IPS10
876175,IPS450
876176,IPS157
876177,IPS462
876178,IPS488
876179,IPS416
876180,IPS76
876181,IPS292
876182,IPS62
876183,IPS483
876184,IPS181
876185,IPS272
876186,IPS249
876187,IPS69
876188,IPS300
876189,IPS173
876190,IPS414
876191,IPS35
876192,IPS326
876193,IPS433
876194,IPS199
876195,IPS340
876196,IPS495
876197,IPS133
876198,IPS77
876199,IPS150
876200,IPS420
876201,IPS437
876202,IPS31
876203,IPS73
876204,IPS247
876205,IPS123
876206,IPS181
876207,IPS445
876208,IPS356
876209,IPS75
876210,IPS167
876211,IPS411
876212,IPS207
876213,IPS354
876214,IPS302
876215,IPS86
876216,IPS291
876217,IPS487
876218,IPS260
876219,IPS334
876220,IPS488
876221,IPS41
876222,IPS31
876223,IPS321
876224,IPS63
876225,IPS292
876226,IPS267
876227,IPS492
876228,IPS383
876229,IPS14
876230,IPS85
876231,IPS48
876232,IPS179
876233,IPS51
876234,IPS253
876235,IPS409
876236,IPS480
876237,IPS193
876238,IPS262
876239,IPS3
876240,IPS248
876241,IPS207
876242,IPS218
876243,IPS377
876244,IPS195
876245,IPS323
876246,IPS434
876247,IPS320
876248,IPS101
876249,IPS226
876250,IPS441
876251,IPS454
876252,IPS39
876253,IPS94
876254,IPS182
876255,IPS91
876256,IPS381
876257,IPS452
876258,IPS361
876259,IPS259
876260,IPS440
876261,IPS404
876262,IPS424
876263,IPS221
876264,IPS242
876265,IPS382
876266,IPS486
876267,IPS257
876268,IPS376
876269,IPS280
876270,IPS449
876271,IPS11
876272,IPS268
876273,IPS117
876274,IPS87
876275,IPS344
876276,IPS339
876277,IPS338
876278,IPS106
876279,IPS26
876280,IPS330
876281,IPS144
876282,IPS337
876283,IPS435
876284,IPS330
876285,IPS11
876286,IPS500
876287,IPS124
876288,IPS347
876289,IPS193
876290,IPS320
876291,IPS421
876292,IPS26
876293,IPS483
876294,IPS389
876295,IPS47
876296,IPS398
876297,IPS429
876298,IPS394
876299,IPS444
876300,IPS458
876301,IPS469
876302,IPS177
876303,IPS23
876304,IPS494
876305,IPS131
876306,IPS322
876307,IPS96
876308,IPS249
876309,IPS274
876310,IPS66
876311,IPS207
876312,IPS291
876313,IPS134
876314,IPS15
876315,IPS89
876316,IPS235
876317,IPS36
876318,IPS76
876319,IPS144
876320,IPS421
876321,IPS280
876322,IPS223
876323,IPS325
876324,IPS13
876325,IPS255
876326,IPS424
876327,IPS331
876328,IPS439
876329,IPS409
876330,IPS469
876331,IPS166
876332,IPS127
876333,IPS35
876334,IPS390
876335,IPS272
876336,IPS137
876337,IPS430
876338,IPS378
876339,IPS164
876340,IPS248
876341,IPS168
876342,IPS203
876343,IPS458
876344,IPS148
876345,IPS427
876346,IPS165
876347,IPS498
876348,IPS453
876349,IPS460
876350,IPS451
876351,IPS369
876352,IPS324
876353,IPS218
876354,IPS114
876355,IPS223
876356,IPS395
876357,IPS251
876358,IPS406
876359,IPS342
876360,IPS420
876361,IPS120
876362,IPS288
876363,IPS18
876364,IPS472
876365,IPS442
876366,IPS201
876367,IPS374
876368,IPS250
876369,IPS137
876370,IPS23
876371,IPS455
876372,IPS250
876373,IPS159
876374,IPS100
876375,IPS299
876376,IPS171
876377,IPS105
876378,IPS397
876379,IPS460
876380,IPS324
876381,IPS141
876382,IPS476
876383,IPS246
876384,IPS332
876385,IPS296
876386,IPS481
876387,IPS187
876388,IPS49
876389,IPS308
876390,IPS399
876391,IPS289
876392,IPS142
876393,IPS94
876394,IPS314
876395,IPS402
876396,IPS13
876397,IPS287
876398,IPS261
876399,IPS489
876400,IPS439
876401,IPS292
876402,IPS245
876403,IPS348
876404,IPS182
876405,IPS270
876406,IPS355
876407,IPS282
876408,IPS215
876409,IPS182
876410,IPS236
876411,IPS343
876412,IPS191
876413,IPS207
876414,IPS466
876415,IPS496
876416,IPS169
876417,IPS17
876418,IPS199
876419,IPS253
876420,IPS378
876421,IPS443
876422,IPS100
876423,IPS34
876424,IPS144
876425,IPS182
876426,IPS495
876427,IPS362
876428,IPS208
876429,IPS89
876430,IPS155
876431,IPS111
876432,IPS137
876433,IPS477
876434,IPS119
876435,IPS80
876436,IPS27
876437,IPS324
876438,IPS321
876439,IPS223
876440,IPS345
876441,IPS178
876442,IPS192
876443,IPS107
876444,IPS308
876445,IPS304
876446,IPS341
876447,IPS69
876448,IPS398
876449,IPS195
876450,IPS77
876451,IPS453
876452,IPS74
876453,IPS90
876454,IPS282
876455,IPS123
876456,IPS207
876457,IPS449
876458,IPS399
876459,IPS342
876460,IPS199
876461,IPS69
876462,IPS430
876463,IPS37
876464,IPS486
876465,IPS147
876466,IPS429
876467,IPS459
876468,IPS40
876469,IPS121
876470,IPS306
876471,IPS365
876472,IPS295
876473,IPS428
876474,IPS14
876475,IPS156
876476,IPS220
876477,IPS304
876478,IPS330
876479,IPS482
876480,IPS435
876481,IPS184
876482,IPS308
876483,IPS55
876484,IPS64
876485,IPS152
876486,IPS37
876487,IPS43
876488,IPS284
876489,IPS48
876490,IPS396
876491,IPS423
876492,IPS330
876493,IPS231
876494,IPS69
876495,IPS297
876496,IPS60
876497,IPS26
876498,IPS396
876499,IPS98
876500,IPS398
876501,IPS167
876502,IPS115
876503,IPS281
876504,IPS428
876505,IPS375
876506,IPS373
876507,IPS414
876508,IPS353
876509,IPS314
876510,IPS440
876511,IPS46
876512,IPS357
876513,IPS20
876514,IPS219
876515,IPS388
876516,IPS200
876517,IPS66
876518,IPS165
876519,IPS418
876520,IPS410
876521,IPS157
876522,IPS48
876523,IPS411
876524,IPS137
876525,IPS218
876526,IPS45
876527,IPS224
876528,IPS133
876529,IPS58
876530,IPS387
876531,IPS403
876532,IPS492
876533,IPS123
876534,IPS492
876535,IPS98
876536,IPS80
876537,IPS330
876538,IPS361
876539,IPS416
876540,IPS9
876541,IPS438
876542,IPS170
876543,IPS362
876544,IPS185
876545,IPS50
876546,IPS59
876547,IPS236
876548,IPS90
876549,IPS40
876550,IPS378
876551,IPS130
876552,IPS141
876553,IPS395
876554,IPS3
876555,IPS261
876556,IPS223
876557,IPS315
876558,IPS406
876559,IPS295
876560,IPS29
876561,IPS449
876562,IPS1
876563,IPS455
876564,IPS79
876565,IPS428
876566,IPS124
876567,IPS305
876568,IPS214
876569,IPS373
876570,IPS116
876571,IPS96
876572,IPS272
876573,IPS117
876574,IPS27
876575,IPS150
876576,IPS459
876577,IPS173
876578,IPS334
876579,IPS122
876580,IPS448
876581,IPS205
876582,IPS342
876583,IPS434
876584,IPS222
876585,IPS269
876586,IPS108
876587,IPS318
876588,IPS193
876589,IPS224
876590,IPS93
876591,IPS1
876592,IPS395
876593,IPS494
876594,IPS404
876595,IPS189
876596,IPS179
876597,IPS411
876598,IPS498
876599,IPS360
876600,IPS5
876601,IPS21
876602,IPS495
876603,IPS221
876604,IPS61
876605,IPS428
876606,IPS362
876607,IPS472
876608,IPS296
876609,IPS146
876610,IPS66
876611,IPS130
876612,IPS444
876613,IPS94
876614,IPS67
876615,IPS309
876616,IPS235
876617,IPS494
876618,IPS477
876619,IPS155
876620,IPS166
876621,IPS307
876622,IPS105
876623,IPS237
876624,IPS59
876625,IPS415
876626,IPS185
876627,IPS104
876628,IPS500
876629,IPS90
876630,IPS413
876631,IPS245
876632,IPS412
876633,IPS324
876634,IPS61
876635,IPS281
876636,IPS185
876637,IPS64
876638,IPS372
876639,IPS427
876640,IPS407
876641,IPS259
876642,IPS135
876643,IPS216
876644,IPS164
876645,IPS143
876646,IPS253
876647,IPS428
876648,IPS240
876649,IPS114
876650,IPS308
876651,IPS31
876652,IPS87
876653,IPS431
876654,IPS467
876655,IPS343
876656,IPS421
876657,IPS168
876658,IPS459
876659,IPS184
876660,IPS385
876661,IPS296
876662,IPS7
876663,IPS465
876664,IPS288
876665,IPS145
876666,IPS348
876667,IPS43
876668,IPS391
876669,IPS389
876670,IPS463
876671,IPS414
876672,IPS196
876673,IPS218
876674,IPS364
876675,IPS330
876676,IPS47
876677,IPS36
876678,IPS21
876679,IPS174
876680,IPS356
876681,IPS344
876682,IPS178
876683,IPS47
876684,IPS324
876685,IPS344
876686,IPS468
876687,IPS378
876688,IPS43
876689,IPS327
876690,IPS201
876691,IPS499
876692,IPS214
876693,IPS446
876694,IPS76
876695,IPS346
876696,IPS43
876697,IPS80
876698,IPS394
876699,IPS424
876700,IPS263
876701,IPS315
876702,IPS65
876703,IPS164
876704,IPS462
876705,IPS101
876706,IPS376
876707,IPS103
876708,IPS113
876709,IPS10
876710,IPS487
876711,IPS3
876712,IPS65
876713,IPS466
876714,IPS295
876715,IPS412
876716,IPS6
876717,IPS152
876718,IPS300
876719,IPS26
876720,IPS330
876721,IPS444
876722,IPS344
876723,IPS118
876724,IPS449
876725,IPS141
876726,IPS296
876727,IPS358
876728,IPS442
876729,IPS370
876730,IPS107
876731,IPS49
876732,IPS267
876733,IPS484
876734,IPS32
876735,IPS199
876736,IPS373
876737,IPS427
876738,IPS120
876739,IPS328
876740,IPS130
876741,IPS111
876742,IPS335
876743,IPS205
876744,IPS334
876745,IPS450
876746,IPS341
876747,IPS481
876748,IPS494
876749,IPS106
876750,IPS172
876751,IPS190
876752,IPS425
876753,IPS302
876754,IPS65
876755,IPS365
876756,IPS454
876757,IPS406
876758,IPS245
876759,IPS225
876760,IPS109
876761,IPS465
876762,IPS323
876763,IPS245
876764,IPS131
876765,IPS498
876766,IPS360
876767,IPS90
876768,IPS96
876769,IPS161
876770,IPS280
876771,IPS94
876772,IPS444
876773,IPS20
876774,IPS190
876775,IPS140
876776,IPS372
876777,IPS308
876778,IPS383
876779,IPS300
876780,IPS175
876781,IPS213
876782,IPS494
876783,IPS19
876784,IPS100
876785,IPS100
876786,IPS369
876787,IPS324
876788,IPS49
876789,IPS425
876790,IPS278
876791,IPS150
876792,IPS124
876793,IPS201
876794,IPS396
876795,IPS95
876796,IPS394
876797,IPS390
876798,IPS278
876799,IPS403
876800,IPS188
876801,IPS33
876802,IPS151
876803,IPS371
876804,IPS367
876805,IPS126
876806,IPS134
876807,IPS448
876808,IPS7
876809,IPS457
876810,IPS159
876811,IPS247
876812,IPS204
876813,IPS407
876814,IPS304
876815,IPS369
876816,IPS168
876817,IPS250
876818,IPS267
876819,IPS235
876820,IPS407
876821,IPS334
876822,IPS211
876823,IPS268
876824,IPS264
876825,IPS97
876826,IPS339
876827,IPS405
876828,IPS5
876829,IPS159
876830,IPS49
876831,IPS151
876832,IPS54
876833,IPS267
876834,IPS434
876835,IPS308
876836,IPS439
876837,IPS58
876838,IPS490
876839,IPS236
876840,IPS109
876841,IPS173
876842,IPS34
876843,IPS153
876844,IPS58
876845,IPS294
876846,IPS381
876847,IPS395
876848,IPS197
876849,IPS290
876850,IPS265
876851,IPS259
876852,IPS91
876853,IPS90
876854,IPS18
876855,IPS440
876856,IPS477
876857,IPS413
876858,IPS166
876859,IPS242
876860,IPS91
876861,IPS457
876862,IPS77
876863,IPS410
876864,IPS33
876865,IPS10
876866,IPS422
876867,IPS467
876868,IPS178
876869,IPS1
876870,IPS41
876871,IPS165
876872,IPS66
876873,IPS43
876874,IPS449
876875,IPS194
876876,IPS221
876877,IPS260
876878,IPS94
876879,IPS191
876880,IPS70
876881,IPS429
876882,IPS393
876883,IPS267
876884,IPS156
876885,IPS3
876886,IPS9
876887,IPS132
876888,IPS400
876889,IPS197
876890,IPS378
876891,IPS320
876892,IPS217
876893,IPS203
876894,IPS483
876895,IPS242
876896,IPS319
876897,IPS259
876898,IPS167
876899,IPS1
876900,IPS437
876901,IPS37
876902,IPS376
876903,IPS88
876904,IPS273
876905,IPS302
876906,IPS245
876907,IPS231
876908,IPS420
876909,IPS265
876910,IPS487
876911,IPS315
876912,IPS398
876913,IPS351
876914,IPS79
876915,IPS44
876916,IPS412
876917,IPS350
876918,IPS109
876919,IPS75
876920,IPS272
876921,IPS258
876922,IPS194
876923,IPS442
876924,IPS28
876925,IPS447
876926,IPS117
876927,IPS474
876928,IPS83
876929,IPS230
876930,IPS275
876931,IPS131
876932,IPS220
876933,IPS211
876934,IPS196
876935,IPS99
876936,IPS279
876937,IPS354
876938,IPS444
876939,IPS186
876940,IPS127
876941,IPS115
876942,IPS178
876943,IPS430
876944,IPS482
876945,IPS104
876946,IPS70
876947,IPS79
876948,IPS132
876949,IPS113
876950,IPS224
876951,IPS395
876952,IPS267
876953,IPS226
876954,IPS477
876955,IPS251
876956,IPS451
876957,IPS7
876958,IPS111
876959,IPS134
876960,IPS418
876961,IPS30
876962,IPS340
876963,IPS487
876964,IPS287
876965,IPS246
876966,IPS343
876967,IPS469
876968,IPS166
876969,IPS402
876970,IPS345
876971,IPS348
876972,IPS210
876973,IPS500
876974,IPS264
876975,IPS382
876976,IPS82
876977,IPS337
876978,IPS206
876979,IPS428
876980,IPS38
876981,IPS357
876982,IPS103
876983,IPS257
876984,IPS152
876985,IPS69
876986,IPS276
876987,IPS369
876988,IPS97
876989,IPS72
876990,IPS194
876991,IPS321
876992,IPS313
876993,IPS414
876994,IPS21
876995,IPS1
876996,IPS180
876997,IPS375
876998,IPS202
876999,IPS317
877000,IPS490
877001,IPS129
877002,IPS11
877003,IPS20
877004,IPS387
877005,IPS175
877006,IPS472
877007,IPS281
877008,IPS468
877009,IPS58
877010,IPS205
877011,IPS52
877012,IPS473
877013,IPS461
877014,IPS61
877015,IPS127
877016,IPS425
877017,IPS282
877018,IPS171
877019,IPS121
877020,IPS291
877021,IPS226
877022,IPS184
877023,IPS438
877024,IPS318
877025,IPS342
877026,IPS202
877027,IPS27
877028,IPS136
877029,IPS203
877030,IPS341
877031,IPS76
877032,IPS372
877033,IPS25
877034,IPS61
877035,IPS68
877036,IPS298
877037,IPS89
877038,IPS86
877039,IPS434
877040,IPS123
877041,IPS298
877042,IPS169
877043,IPS47
877044,IPS351
877045,IPS317
877046,IPS360
877047,IPS220
877048,IPS343
877049,IPS386
877050,IPS339
877051,IPS449
877052,IPS122
877053,IPS17
877054,IPS149
877055,IPS51
877056,IPS481
877057,IPS445
877058,IPS63
877059,IPS108
877060,IPS174
877061,IPS72
877062,IPS340
877063,IPS242
877064,IPS479
877065,IPS204
877066,IPS296
877067,IPS182
877068,IPS170
877069,IPS349
877070,IPS266
877071,IPS70
877072,IPS427
877073,IPS453
877074,IPS255
877075,IPS24
877076,IPS193
877077,IPS133
877078,IPS380
877079,IPS234
877080,IPS389
877081,IPS139
877082,IPS285
877083,IPS400
877084,IPS356
877085,IPS471
877086,IPS498
877087,IPS285
877088,IPS146
877089,IPS230
877090,IPS421
877091,IPS11
877092,IPS117
877093,IPS333
877094,IPS266
877095,IPS210
877096,IPS332
877097,IPS42
877098,IPS146
877099,IPS303
877100,IPS481
877101,IPS178
877102,IPS487
877103,IPS71
877104,IPS192
877105,IPS473
877106,IPS39
877107,IPS433
877108,IPS234
877109,IPS439
877110,IPS164
877111,IPS60
877112,IPS262
877113,IPS463
877114,IPS412
877115,IPS360
877116,IPS64
877117,IPS134
877118,IPS121
877119,IPS11
877120,IPS459
877121,IPS250
877122,IPS407
877123,IPS293
877124,IPS93
877125,IPS382
877126,IPS40
877127,IPS198
877128,IPS260
877129,IPS265
877130,IPS274
877131,IPS174
877132,IPS418
877133,IPS436
877134,IPS127
877135,IPS119
877136,IPS257
877137,IPS115
877138,IPS167
877139,IPS150
877140,IPS130
877141,IPS29
877142,IPS427
877143,IPS150
877144,IPS426
877145,IPS301
877146,IPS136
877147,IPS316
877148,IPS261
877149,IPS108
877150,IPS349
877151,IPS90
877152,IPS18
877153,IPS410
877154,IPS276
877155,IPS267
877156,IPS298
877157,IPS148
877158,IPS485
877159,IPS141
877160,IPS1
877161,IPS48
877162,IPS416
877163,IPS299
877164,IPS284
877165,IPS266
877166,IPS426
877167,IPS383
877168,IPS461
877169,IPS200
877170,IPS28
877171,IPS293
877172,IPS370
877173,IPS392
877174,IPS183
877175,IPS337
877176,IPS366
877177,IPS236
877178,IPS254
877179,IPS121
877180,IPS208
877181,IPS396
877182,IPS498
877183,IPS177
877184,IPS372
877185,IPS189
877186,IPS496
877187,IPS372
877188,IPS29
877189,IPS164
877190,IPS223
877191,IPS225
877192,IPS129
877193,IPS466
877194,IPS91
877195,IPS334
877196,IPS258
877197,IPS482
877198,IPS319
877199,IPS235
877200,IPS414
877201,IPS252
877202,IPS87
877203,IPS206
877204,IPS261
877205,IPS221
877206,IPS308
877207,IPS85
877208,IPS296
877209,IPS431
877210,IPS186
877211,IPS223
877212,IPS332
877213,IPS329
877214,IPS281
877215,IPS106
877216,IPS399
877217,IPS87
877218,IPS243
877219,IPS88
877220,IPS312
877221,IPS172
877222,IPS218
877223,IPS221
877224,IPS133
877225,IPS76
877226,IPS359
877227,IPS465
877228,IPS299
877229,IPS259
877230,IPS428
877231,IPS316
877232,IPS44
877233,IPS86
877234,IPS231
877235,IPS457
877236,IPS137
877237,IPS77
877238,IPS328
877239,IPS392
877240,IPS354
877241,IPS163
877242,IPS258
877243,IPS247
877244,IPS138
877245,IPS252
877246,IPS460
877247,IPS118
877248,IPS449
877249,IPS321
877250,IPS218
877251,IPS195
877252,IPS31
877253,IPS187
877254,IPS200
877255,IPS96
877256,IPS434
877257,IPS179
877258,IPS21
877259,IPS36
877260,IPS118
877261,IPS188
877262,IPS242
877263,IPS476
877264,IPS30
877265,IPS372
877266,IPS89
877267,IPS234
877268,IPS97
877269,IPS78
877270,IPS161
877271,IPS350
877272,IPS181
877273,IPS289
877274,IPS351
877275,IPS185
877276,IPS113
877277,IPS251
877278,IPS462
877279,IPS289
877280,IPS134
877281,IPS51
877282,IPS481
877283,IPS176
877284,IPS170
877285,IPS463
877286,IPS392
877287,IPS386
877288,IPS21
877289,IPS253
877290,IPS131
877291,IPS145
877292,IPS420
877293,IPS229
877294,IPS328
877295,IPS89
877296,IPS406
877297,IPS195
877298,IPS23
877299,IPS297
877300,IPS323
877301,IPS399
877302,IPS58
877303,IPS364
877304,IPS9
877305,IPS289
877306,IPS175
877307,IPS185
877308,IPS377
877309,IPS29
877310,IPS276
877311,IPS460
877312,IPS218
877313,IPS370
877314,IPS140
877315,IPS29
877316,IPS39
877317,IPS272
877318,IPS60
877319,IPS10
877320,IPS185
877321,IPS382
877322,IPS403
877323,IPS247
877324,IPS273
877325,IPS494
877326,IPS244
877327,IPS73
877328,IPS278
877329,IPS29
877330,IPS427
877331,IPS150
877332,IPS95
877333,IPS373
877334,IPS312
877335,IPS489
877336,IPS271
877337,IPS441
877338,IPS157
877339,IPS302
877340,IPS100
877341,IPS153
877342,IPS214
877343,IPS149
877344,IPS238
877345,IPS148
877346,IPS445
877347,IPS273
877348,IPS87
877349,IPS38
877350,IPS187
877351,IPS500
877352,IPS478
877353,IPS475
877354,IPS133
877355,IPS93
877356,IPS112
877357,IPS167
877358,IPS97
877359,IPS191
877360,IPS238
877361,IPS197
877362,IPS276
877363,IPS137
877364,IPS383
877365,IPS238
877366,IPS9
877367,IPS133
877368,IPS298
877369,IPS101
877370,IPS246
877371,IPS101
877372,IPS363
877373,IPS406
877374,IPS75
877375,IPS436
877376,IPS102
877377,IPS40
877378,IPS20
877379,IPS33
877380,IPS464
877381,IPS124
877382,IPS46
877383,IPS453
877384,IPS246
877385,IPS319
877386,IPS171
877387,IPS451
877388,IPS99
877389,IPS405
877390,IPS434
877391,IPS60
877392,IPS78
877393,IPS151
877394,IPS8
877395,IPS49
877396,IPS211
877397,IPS232
877398,IPS116
877399,IPS182
877400,IPS38
877401,IPS54
877402,IPS69
877403,IPS293
877404,IPS113
877405,IPS412
877406,IPS410
877407,IPS21
877408,IPS474
877409,IPS64
877410,IPS201
877411,IPS227
877412,IPS353
877413,IPS217
877414,IPS216
877415,IPS56
877416,IPS387
877417,IPS242
877418,IPS334
877419,IPS199
877420,IPS112
877421,IPS146
877422,IPS251
877423,IPS70
877424,IPS363
877425,IPS271
877426,IPS345
877427,IPS363
877428,IPS393
877429,IPS13
877430,IPS492
877431,IPS239
877432,IPS428
877433,IPS22
877434,IPS459
877435,IPS109
877436,IPS412
877437,IPS327
877438,IPS47
877439,IPS234
877440,IPS60
877441,IPS295
877442,IPS384
877443,IPS385
877444,IPS31
877445,IPS282
877446,IPS337
877447,IPS303
877448,IPS410
877449,IPS316
877450,IPS254
877451,IPS425
877452,IPS180
877453,IPS478
877454,IPS382
877455,IPS175
877456,IPS314
877457,IPS435
877458,IPS316
877459,IPS369
877460,IPS361
877461,IPS235
877462,IPS45
877463,IPS298
877464,IPS21
877465,IPS109
877466,IPS311
877467,IPS419
877468,IPS121
877469,IPS142
877470,IPS417
877471,IPS228
877472,IPS384
877473,IPS114
877474,IPS332
877475,IPS51
877476,IPS467
877477,IPS19
877478,IPS35
877479,IPS414
877480,IPS32
877481,IPS280
877482,IPS308
877483,IPS416
877484,IPS78
877485,IPS429
877486,IPS467
877487,IPS358
877488,IPS132
877489,IPS12
877490,IPS204
877491,IPS417
877492,IPS362
877493,IPS24
877494,IPS100
877495,IPS328
877496,IPS410
877497,IPS144
877498,IPS450
877499,IPS447
877500,IPS370
877501,IPS47
877502,IPS66
877503,IPS375
877504,IPS401
877505,IPS24
877506,IPS236
877507,IPS59
877508,IPS198
877509,IPS73
877510,IPS28
877511,IPS26
877512,IPS390
877513,IPS169
877514,IPS479
877515,IPS383
877516,IPS326
877517,IPS352
877518,IPS116
877519,IPS204
877520,IPS410
877521,IPS184
877522,IPS301
877523,IPS13
877524,IPS156
877525,IPS283
877526,IPS93
877527,IPS358
877528,IPS128
877529,IPS79
877530,IPS69
877531,IPS79
877532,IPS435
877533,IPS352
877534,IPS177
877535,IPS484
877536,IPS110
877537,IPS406
877538,IPS428
877539,IPS255
877540,IPS473
877541,IPS445
877542,IPS290
877543,IPS452
877544,IPS279
877545,IPS500
877546,IPS145
877547,IPS144
877548,IPS404
877549,IPS31
877550,IPS468
877551,IPS321
877552,IPS357
877553,IPS36
877554,IPS63
877555,IPS393
877556,IPS42
877557,IPS368
877558,IPS351
877559,IPS167
877560,IPS2
877561,IPS67
877562,IPS213
877563,IPS399
877564,IPS392
877565,IPS375
877566,IPS427
877567,IPS138
877568,IPS169
877569,IPS293
877570,IPS29
877571,IPS496
877572,IPS239
877573,IPS10
877574,IPS196
877575,IPS13
877576,IPS21
877577,IPS394
877578,IPS354
877579,IPS17
877580,IPS144
877581,IPS164
877582,IPS54
877583,IPS418
877584,IPS220
877585,IPS37
877586,IPS250
877587,IPS467
877588,IPS131
877589,IPS399
877590,IPS222
877591,IPS282
877592,IPS93
877593,IPS69
877594,IPS126
877595,IPS267
877596,IPS466
877597,IPS35
877598,IPS468
877599,IPS440
877600,IPS147
877601,IPS413
877602,IPS479
877603,IPS431
877604,IPS258
877605,IPS110
877606,IPS426
877607,IPS190
877608,IPS145
877609,IPS32
877610,IPS55
877611,IPS335
877612,IPS304
877613,IPS231
877614,IPS232
877615,IPS326
877616,IPS360
877617,IPS459
877618,IPS413
877619,IPS412
877620,IPS430
877621,IPS473
877622,IPS431
877623,IPS139
877624,IPS199
877625,IPS180
877626,IPS217
877627,IPS447
877628,IPS465
877629,IPS488
877630,IPS342
877631,IPS335
877632,IPS65
877633,IPS159
877634,IPS106
877635,IPS171
877636,IPS427
877637,IPS458
877638,IPS274
877639,IPS262
877640,IPS395
877641,IPS245
877642,IPS239
877643,IPS9
877644,IPS390
877645,IPS390
877646,IPS182
877647,IPS318
877648,IPS133
877649,IPS166
877650,IPS51
877651,IPS338
877652,IPS323
877653,IPS221
877654,IPS309
877655,IPS341
877656,IPS83
877657,IPS475
877658,IPS201
877659,IPS231
877660,IPS183
877661,IPS445
877662,IPS304
877663,IPS23
877664,IPS332
877665,IPS425
877666,IPS79
877667,IPS138
877668,IPS398
877669,IPS364
877670,IPS396
877671,IPS72
877672,IPS290
877673,IPS283
877674,IPS38
877675,IPS69
877676,IPS387
877677,IPS327
877678,IPS119
877679,IPS309
877680,IPS317
877681,IPS215
877682,IPS261
877683,IPS290
877684,IPS44
877685,IPS208
877686,IPS101
877687,IPS71
877688,IPS41
877689,IPS361
877690,IPS202
877691,IPS72
877692,IPS471
877693,IPS214
877694,IPS221
877695,IPS213
877696,IPS430
877697,IPS66
877698,IPS330
877699,IPS355
877700,IPS161
877701,IPS399
877702,IPS373
877703,IPS309
877704,IPS330
877705,IPS333
877706,IPS436
877707,IPS480
877708,IPS417
877709,IPS73
877710,IPS266
877711,IPS455
877712,IPS470
877713,IPS117
877714,IPS216
877715,IPS301
877716,IPS2
877717,IPS365
877718,IPS85
877719,IPS101
877720,IPS472
877721,IPS497
877722,IPS352
877723,IPS154
877724,IPS427
877725,IPS405
877726,IPS263
877727,IPS96
877728,IPS396
877729,IPS163
877730,IPS322
877731,IPS167
877732,IPS170
877733,IPS339
877734,IPS30
877735,IPS425
877736,IPS40
877737,IPS75
877738,IPS394
877739,IPS190
877740,IPS170
877741,IPS379
877742,IPS482
877743,IPS29
877744,IPS22
877745,IPS165
877746,IPS252
877747,IPS200
877748,IPS330
877749,IPS43
